Team,1,2,3,4,5,6,7,8,9,R,H,E,Game,10,11,12,13,14,15,16,17,18,19
DET,0,1,0,0,1,2,0,0,1,5,15,0,360416118,,,,,,,,,,
HOU,3,0,0,0,0,0,0,0,0,3,8,1,360416118,,,,,,,,,,
ATL,0,2,1,3,0,0,0,0,0,6,10,0,360416128,,,,,,,,,,
MIA,0,3,0,0,0,1,0,0,0,4,8,1,360416128,,,,,,,,,,
BAL,1,0,1,0,2,0,0,0,0,4,10,1,360416113,,,,,,,,,,
TEX,1,0,0,0,1,0,6,0,-,8,14,0,360416113,,,,,,,,,,
ARI,0,0,0,0,1,0,1,1,0,3,11,1,360416125,0.0,0.0,0.0,0.0,0.0,,,,,
SD,0,2,1,0,0,0,0,0,0,5,14,2,360416125,0.0,0.0,0.0,0.0,2.0,,,,,
SF,1,0,0,1,2,0,0,0,0,4,8,0,360416119,,,,,,,,,,
LAD,0,0,0,0,0,0,1,2,0,3,5,0,360416119,,,,,,,,,,
SEA,1,0,0,1,1,0,0,0,0,3,6,1,360417110,,,,,,,,,,
NYY,0,2,1,0,1,0,0,0,-,4,8,1,360417110,,,,,,,,,,
NYM,3,3,0,0,0,0,0,0,0,6,9,0,360417105,,,,,,,,,,
CLE,0,0,0,0,0,0,0,0,0,0,3,2,360417105,,,,,,,,,,
ATL,4,0,0,0,0,1,0,0,0,6,7,0,360417128,1.0,,,,,,,,,
MIA,0,0,0,0,0,3,1,0,1,5,7,1,360417128,0.0,,,,,,,,,
CHW,0,0,1,0,0,0,1,0,0,2,5,1,360417130,,,,,,,,,,
TB,1,0,2,0,0,0,0,0,-,3,8,0,360417130,,,,,,,,,,
TOR,2,0,0,0,0,0,2,0,1,5,14,1,360417102,,,,,,,,,,
BOS,0,0,0,0,1,0,0,0,2,3,4,0,360417102,,,,,,,,,,
WSH,0,0,0,0,0,1,0,0,0,2,8,0,360417122,1.0,,,,,,,,,
PHI,0,1,0,0,0,0,0,0,0,3,7,0,360417122,2.0,,,,,,,,,
MIL,0,0,0,3,0,0,0,0,0,3,6,1,360417123,,,,,,,,,,
PIT,0,1,5,0,1,0,0,2,-,9,17,0,360417123,,,,,,,,,,
LAA,2,0,0,0,0,0,0,0,0,2,4,0,360417109,0.0,0.0,0.0,,,,,,,
MIN,0,0,0,1,0,0,0,1,0,3,13,1,360417109,0.0,0.0,1.0,,,,,,,
DET,0,0,0,0,3,1,0,0,0,4,8,1,360417118,,,,,,,,,,
HOU,2,0,1,2,0,0,0,0,-,5,9,1,360417118,,,,,,,,,,
CIN,1,0,0,2,0,0,0,0,0,3,8,1,360417124,,,,,,,,,,
STL,0,2,0,0,1,0,0,1,-,4,7,2,360417124,,,,,,,,,,
COL,0,0,0,1,0,0,0,0,1,2,5,0,360417116,,,,,,,,,,
CHC,0,0,0,0,0,0,0,0,0,0,3,1,360417116,,,,,,,,,,
KC,0,1,1,0,0,0,0,0,0,2,6,0,360417111,,,,,,,,,,
OAK,0,0,0,1,0,0,1,1,-,3,4,1,360417111,,,,,,,,,,
ARI,2,0,0,2,0,2,0,1,0,7,11,2,360417125,,,,,,,,,,
SD,2,0,1,0,0,0,0,0,0,3,6,0,360417125,,,,,,,,,,
SF,0,0,1,0,0,0,0,0,0,1,5,0,360417119,,,,,,,,,,
LAD,0,0,0,0,2,0,1,0,-,3,6,0,360417119,,,,,,,,,,
TOR,0,0,0,0,0,0,0,4,0,4,8,0,360418102,,,,,,,,,,
BOS,0,1,0,0,0,0,0,0,2,3,7,1,360418102,,,,,,,,,,
NYM,1,0,0,0,0,1,0,2,1,5,10,0,360418122,,,,,,,,,,
PHI,0,0,1,0,0,0,0,0,1,2,7,0,360418122,,,,,,,,,,
COL,0,1,0,0,0,0,0,4,0,5,7,1,360418117,,,,,,,,,,
CIN,0,0,0,0,0,1,0,0,0,1,4,0,360418117,,,,,,,,,,
WSH,0,0,0,0,1,0,0,0,0,1,6,1,360418128,,,,,,,,,,
MIA,3,1,0,0,1,0,1,0,-,6,10,0,360418128,,,,,,,,,,
CHC,0,0,0,0,0,1,3,1,0,5,9,0,360418124,,,,,,,,,,
STL,0,0,0,0,0,0,0,0,0,0,5,1,360418124,,,,,,,,,,
LAA,5,0,1,0,0,0,0,1,0,7,13,0,360418104,,,,,,,,,,
CHW,0,0,0,0,0,0,0,0,0,0,3,1,360418104,,,,,,,,,,
MIL,1,0,0,2,1,0,-,-,-,4,6,1,360418109,,,,,,,,,,
MIN,0,2,1,2,0,2,-,-,-,7,14,1,360418109,,,,,,,,,,
ARI,1,0,0,1,0,2,0,2,1,9,16,0,360418126,0.0,2.0,,,,,,,,
SF,0,2,0,0,4,0,0,1,0,7,13,0,360418126,0.0,0.0,,,,,,,,
MIL,2,0,0,0,3,0,0,0,1,6,9,1,360419109,,,,,,,,,,
MIN,1,1,0,0,0,0,0,3,0,5,8,2,360419109,,,,,,,,,,
SEA,0,0,0,0,0,1,0,0,1,2,6,0,360419105,,,,,,,,,,
CLE,0,0,1,2,0,0,0,0,-,3,10,0,360419105,,,,,,,,,,
TOR,0,1,2,0,0,0,1,0,0,4,8,0,360419101,,,,,,,,,,
BAL,0,0,0,1,0,0,2,0,0,3,7,1,360419101,,,,,,,,,,
OAK,0,1,0,0,0,1,0,0,0,3,11,1,360419110,0.0,1.0,,,,,,,,
NYY,1,0,0,0,1,0,0,0,0,2,8,0,360419110,0.0,0.0,,,,,,,,
NYM,2,0,3,0,0,1,3,2,0,11,12,0,360419122,,,,,,,,,,
PHI,0,0,0,0,0,0,0,1,0,1,9,1,360419122,,,,,,,,,,
TB,0,0,0,0,0,0,0,0,0,3,6,0,360419102,3.0,,,,,,,,,
BOS,0,0,0,0,0,0,0,0,0,0,1,1,360419102,0.0,,,,,,,,,
LAD,0,0,0,0,1,0,0,0,0,1,5,3,360419115,,,,,,,,,,
ATL,2,0,2,2,0,0,2,0,-,8,10,0,360419115,,,,,,,,,,
COL,0,1,0,0,0,0,0,0,2,3,5,1,360419117,,,,,,,,,,
CIN,0,4,0,0,0,0,0,0,-,4,9,0,360419117,,,,,,,,,,
WSH,0,0,0,0,0,0,7,0,0,7,10,0,360419128,,,,,,,,,,
MIA,0,0,0,0,0,0,0,0,0,0,5,0,360419128,,,,,,,,,,
DET,0,0,0,0,2,0,3,1,0,6,10,0,360419107,,,,,,,,,,
KC,0,3,2,0,3,0,0,0,-,8,9,1,360419107,,,,,,,,,,
HOU,0,2,0,0,0,0,2,0,1,5,8,1,360419113,,,,,,,,,,
TEX,3,0,1,0,0,2,1,0,-,7,12,0,360419113,,,,,,,,,,
LAA,0,0,0,0,0,0,0,0,0,0,3,0,360419104,,,,,,,,,,
CHW,0,1,0,1,0,0,0,3,-,5,9,0,360419104,,,,,,,,,,
CHC,0,0,0,2,0,0,0,0,0,2,5,0,360419124,,,,,,,,,,
STL,0,1,0,0,0,0,0,0,0,1,7,0,360419124,,,,,,,,,,
PIT,1,0,1,1,0,0,0,1,0,4,11,0,360419125,,,,,,,,,,
SD,0,0,0,2,3,0,0,0,-,5,9,2,360419125,,,,,,,,,,
ARI,0,0,0,0,3,0,0,0,0,3,8,0,360419126,,,,,,,,,,
SF,0,0,0,0,0,0,0,0,0,0,6,0,360419126,,,,,,,,,,
COL,0,0,0,2,0,0,0,3,0,5,8,0,360420117,,,,,,,,,,
CIN,0,3,0,0,0,0,2,0,1,6,9,0,360420117,,,,,,,,,,
CHC,0,0,0,1,0,0,0,2,0,3,5,1,360420124,,,,,,,,,,
STL,2,2,0,0,0,0,0,1,-,5,9,0,360420124,,,,,,,,,,
LAA,0,0,0,0,0,0,0,1,0,1,4,1,360420104,,,,,,,,,,
CHW,1,0,0,0,1,0,0,0,-,2,5,1,360420104,,,,,,,,,,
SEA,0,2,0,0,0,0,0,0,0,2,3,1,360420105,,,,,,,,,,
CLE,0,0,1,0,0,0,0,0,0,1,4,1,360420105,,,,,,,,,,
DET,0,0,1,0,0,1,0,0,1,3,9,1,360420107,,,,,,,,,,
KC,0,0,0,0,0,0,0,0,2,2,10,0,360420107,,,,,,,,,,
TOR,0,0,1,0,1,0,1,0,0,3,9,0,360420101,0.0,,,,,,,,,
BAL,3,0,0,0,0,0,0,0,0,4,9,0,360420101,1.0,,,,,,,,,
OAK,0,0,0,3,0,0,0,2,0,5,11,2,360420110,,,,,,,,,,
NYY,0,1,0,0,0,0,0,1,0,2,6,1,360420110,,,,,,,,,,
NYM,0,2,0,0,2,0,0,0,0,4,14,0,360420122,0.0,0.0,,,,,,,,
PHI,0,2,0,1,0,0,1,0,0,5,10,0,360420122,0.0,1.0,,,,,,,,
TB,0,0,0,0,0,2,1,0,0,3,7,0,360420102,,,,,,,,,,
BOS,3,2,0,0,1,1,0,0,-,7,12,0,360420102,,,,,,,,,,
LAD,0,0,0,0,1,2,0,0,0,5,10,1,360420115,2.0,,,,,,,,,
ATL,0,0,1,2,0,0,0,0,0,3,7,2,360420115,0.0,,,,,,,,,
WSH,1,0,1,0,1,0,0,0,0,3,7,0,360420128,,,,,,,,,,
MIA,0,0,0,0,1,0,0,0,0,1,5,0,360420128,,,,,,,,,,
HOU,0,0,0,0,0,1,0,0,0,1,7,2,360420113,,,,,,,,,,
TEX,0,2,0,0,0,0,0,0,-,2,6,1,360420113,,,,,,,,,,
MIN,0,1,0,0,0,3,0,0,1,5,12,1,360420108,,,,,,,,,,
MIL,0,0,0,1,3,1,4,1,-,10,13,0,360420108,,,,,,,,,,
PIT,0,0,0,0,0,0,1,1,0,2,8,0,360420125,,,,,,,,,,
SD,0,4,3,1,0,0,0,0,-,8,12,1,360420125,,,,,,,,,,
ARI,0,0,0,0,0,0,2,0,0,2,7,0,360420126,,,,,,,,,,
SF,0,0,0,0,0,0,1,0,0,1,7,0,360420126,,,,,,,,,,
SEA,0,2,0,3,0,2,0,0,0,10,15,1,360421105,3.0,,,,,,,,,
CLE,0,0,0,0,3,2,0,2,0,7,8,0,360421105,0.0,,,,,,,,,
LAD,1,0,0,0,0,0,0,0,0,2,9,1,360421115,1.0,,,,,,,,,
ATL,1,0,0,0,0,0,0,0,0,1,11,3,360421115,0.0,,,,,,,,,
WSH,1,0,0,0,0,0,0,0,0,1,2,0,360421128,,,,,,,,,,
MIA,3,1,0,0,1,0,0,0,-,5,9,0,360421128,,,,,,,,,,
TB,1,0,1,6,0,0,0,1,3,12,15,3,360421102,,,,,,,,,,
BOS,5,0,0,0,0,2,1,0,0,8,15,1,360421102,,,,,,,,,,
MIN,2,0,1,0,0,0,1,2,2,8,11,0,360421108,,,,,,,,,,
MIL,1,0,0,0,0,0,0,0,0,1,5,1,360421108,,,,,,,,,,
LAA,0,0,0,0,2,0,0,0,1,3,6,0,360421104,,,,,,,,,,
CHW,0,0,0,0,0,0,1,0,1,2,5,0,360421104,,,,,,,,,,
ARI,1,0,1,1,0,0,0,0,3,6,10,0,360421126,,,,,,,,,,
SF,0,0,2,0,0,0,0,0,0,2,3,1,360421126,,,,,,,,,,
TOR,2,0,0,0,0,0,0,0,0,2,4,0,360421101,,,,,,,,,,
BAL,1,0,0,0,0,0,1,1,-,3,10,0,360421101,,,,,,,,,,
OAK,0,0,0,1,1,0,2,2,1,7,10,1,360421110,,,,,,,,,,
NYY,0,1,0,1,0,0,1,0,0,3,8,0,360421110,,,,,,,,,,
CHC,2,2,0,1,0,4,4,0,3,16,18,0,360421117,,,,,,,,,,
CIN,0,0,0,0,0,0,0,0,0,0,0,1,360421117,,,,,,,,,,
DET,0,0,0,0,0,0,0,0,0,0,5,1,360421107,,,,,,,,,,
KC,1,0,0,3,0,0,0,0,-,4,10,1,360421107,,,,,,,,,,
HOU,1,0,0,1,0,0,0,2,0,4,7,1,360421113,,,,,,,,,,
TEX,3,1,1,0,1,0,1,0,-,7,14,0,360421113,,,,,,,,,,
PIT,0,1,0,2,0,0,8,0,0,11,11,0,360421125,,,,,,,,,,
SD,0,0,0,0,0,0,0,1,0,1,5,0,360421125,,,,,,,,,,
PIT,0,1,0,2,0,0,8,0,0,11,11,0,400836187,,,,,,,,,,
SD,0,0,0,0,0,0,0,1,0,1,5,0,400836187,,,,,,,,,,
TB,0,2,0,1,0,0,0,0,0,3,9,1,360422110,,,,,,,,,,
NYY,0,2,0,0,1,1,0,2,-,6,10,1,360422110,,,,,,,,,,
MIN,0,0,0,1,0,0,2,1,0,4,8,0,360422120,,,,,,,,,,
WSH,4,0,3,0,1,0,0,0,-,8,9,1,360422120,,,,,,,,,,
OAK,1,3,0,0,2,0,0,0,2,8,14,0,360422114,,,,,,,,,,
TOR,0,0,1,0,0,1,1,2,0,5,8,2,360422114,,,,,,,,,,
CLE,1,0,0,0,0,0,1,0,0,2,6,0,360422106,,,,,,,,,,
DET,0,0,0,0,0,1,0,0,0,1,4,0,360422106,,,,,,,,,,
CHC,0,1,0,3,0,0,0,0,4,8,9,0,360422117,,,,,,,,,,
CIN,0,0,0,0,0,1,0,0,0,1,5,1,360422117,,,,,,,,,,
NYM,0,4,0,1,0,0,1,0,0,6,10,1,360422115,,,,,,,,,,
ATL,0,2,0,0,0,0,1,0,0,3,10,1,360422115,,,,,,,,,,
TEX,0,0,0,0,0,0,0,0,0,0,5,1,360422104,,,,,,,,,,
CHW,0,1,1,0,0,3,0,0,-,5,7,0,360422104,,,,,,,,,,
PHI,0,0,0,1,3,0,1,0,0,5,10,0,360422108,,,,,,,,,,
MIL,1,0,0,0,0,0,0,0,1,2,6,0,360422108,,,,,,,,,,
BOS,2,1,1,1,0,0,0,0,1,6,15,1,360422118,,,,,,,,,,
HOU,0,0,0,0,0,0,1,0,1,2,6,0,360422118,,,,,,,,,,
BAL,0,0,0,1,0,1,0,0,0,2,5,0,360422107,,,,,,,,,,
KC,3,1,0,0,0,0,0,0,-,4,8,0,360422107,,,,,,,,,,
LAD,3,0,0,0,2,0,0,0,0,5,8,0,360422127,,,,,,,,,,
COL,0,1,0,3,0,0,1,2,-,7,9,1,360422127,,,,,,,,,,
PIT,0,3,2,0,0,0,2,1,0,8,13,1,360422129,,,,,,,,,,
ARI,0,1,1,2,0,0,0,3,0,7,15,1,360422129,,,,,,,,,,
SEA,2,0,0,0,0,0,0,0,0,5,10,0,360422103,3.0,,,,,,,,,
LAA,0,0,0,1,1,0,0,0,0,2,6,0,360422103,0.0,,,,,,,,,
MIA,0,0,0,1,0,0,0,0,0,1,8,0,360422126,,,,,,,,,,
SF,3,0,0,0,3,2,0,0,-,8,14,1,360422126,,,,,,,,,,
STL,0,0,0,1,0,0,0,0,0,1,6,1,360422125,,,,,,,,,,
SD,1,0,1,1,0,0,1,0,-,4,9,0,360422125,,,,,,,,,,
TB,0,0,0,1,1,0,0,0,0,2,6,2,360423110,,,,,,,,,,
NYY,1,0,0,0,0,0,1,0,1,3,7,0,360423110,,,,,,,,,,
MIN,0,0,0,0,0,0,0,0,0,0,2,0,360423120,,,,,,,,,,
WSH,2,0,0,0,0,0,0,0,-,2,7,0,360423120,,,,,,,,,,
OAK,1,0,0,1,0,0,1,0,0,3,7,1,360423114,,,,,,,,,,
TOR,2,3,0,0,1,1,1,1,-,9,13,0,360423114,,,,,,,,,,
CLE,3,0,5,0,0,0,2,0,0,10,15,1,360423106,,,,,,,,,,
DET,0,0,0,0,1,0,0,0,0,1,2,1,360423106,,,,,,,,,,
TEX,0,1,0,0,0,0,1,0,1,3,7,0,360423104,0.0,0.0,,,,,,,,
CHW,0,1,0,0,0,0,0,2,0,4,11,1,360423104,0.0,1.0,,,,,,,,
BOS,1,0,0,0,0,1,0,1,0,3,9,0,360423118,,,,,,,,,,
HOU,0,1,0,0,4,0,0,3,-,8,12,1,360423118,,,,,,,,,,
PHI,0,0,3,3,0,1,0,0,3,10,13,0,360423108,,,,,,,,,,
MIL,1,0,3,0,0,0,0,2,0,6,10,1,360423108,,,,,,,,,,
NYM,2,0,0,2,0,0,1,0,3,8,15,0,360423115,,,,,,,,,,
ATL,0,0,1,0,0,0,1,0,0,2,10,1,360423115,,,,,,,,,,
CHC,0,1,0,0,2,0,2,0,0,5,7,2,360423117,,,,,,,,,,
CIN,0,0,0,2,0,7,2,2,-,13,15,1,360423117,,,,,,,,,,
BAL,0,2,1,4,0,0,0,0,1,8,14,1,360423107,,,,,,,,,,
KC,0,2,0,0,1,0,0,0,0,3,7,0,360423107,,,,,,,,,,
LAD,1,2,0,0,0,1,0,0,0,4,10,1,360423127,,,,,,,,,,
COL,0,0,0,0,0,0,1,0,0,1,6,0,360423127,,,,,,,,,,
PIT,0,1,0,0,0,0,0,0,0,1,4,1,360423129,,,,,,,,,,
ARI,0,1,1,0,0,0,0,5,-,7,7,0,360423129,,,,,,,,,,
STL,0,0,0,0,0,1,4,3,3,11,16,1,360423125,,,,,,,,,,
SD,1,0,0,0,0,1,0,0,0,2,5,0,360423125,,,,,,,,,,
SEA,0,1,0,0,0,1,0,0,0,2,6,1,360423103,,,,,,,,,,
LAA,0,0,1,0,0,2,0,1,-,4,7,0,360423103,,,,,,,,,,
MIA,0,0,1,0,0,1,0,0,0,2,8,0,360423126,,,,,,,,,,
SF,2,0,0,2,0,0,2,1,-,7,13,1,360423126,,,,,,,,,,
TB,5,0,1,0,1,0,0,1,0,8,12,0,360424110,,,,,,,,,,
NYY,0,0,0,1,0,0,0,0,0,1,6,0,360424110,,,,,,,,,,
OAK,0,1,0,0,0,1,1,0,0,3,5,0,360424114,,,,,,,,,,
TOR,0,0,4,2,0,0,0,0,-,6,11,0,360424114,,,,,,,,,,
CLE,0,0,0,3,3,0,0,0,0,6,11,0,360424106,,,,,,,,,,
DET,0,0,0,2,0,0,0,1,0,3,7,0,360424106,,,,,,,,,,
CHC,3,2,3,0,0,1,0,0,0,9,15,0,360424117,,,,,,,,,,
CIN,0,0,0,0,0,0,0,0,0,0,3,0,360424117,,,,,,,,,,
NYM,1,0,0,0,0,2,0,0,0,3,7,0,360424115,,,,,,,,,,
ATL,0,0,0,0,1,0,0,0,1,2,12,0,360424115,,,,,,,,,,
MIN,0,0,1,0,0,0,0,3,0,5,11,1,360424120,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
WSH,1,0,0,0,0,0,0,2,1,6,16,0,360424120,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,
TEX,1,0,0,0,0,0,0,0,0,1,8,0,360424104,,,,,,,,,,
CHW,0,0,1,0,2,0,0,1,-,4,8,1,360424104,,,,,,,,,,
PHI,0,1,1,0,0,2,1,0,0,5,10,2,360424108,,,,,,,,,,
MIL,0,0,0,2,0,6,0,0,-,8,12,1,360424108,,,,,,,,,,
BAL,1,0,0,0,0,0,0,0,0,1,4,1,360424107,,,,,,,,,,
KC,0,0,0,1,0,1,4,0,-,6,11,0,360424107,,,,,,,,,,
SEA,4,0,0,3,0,0,0,0,2,9,8,0,360424103,,,,,,,,,,
LAA,3,0,0,0,0,0,0,1,0,4,6,3,360424103,,,,,,,,,,
MIA,0,0,1,1,1,1,0,1,0,5,14,2,360424126,,,,,,,,,,
SF,0,1,0,1,0,2,0,0,0,4,12,0,360424126,,,,,,,,,,
LAD,0,4,3,0,0,0,0,0,5,12,11,2,360424127,,,,,,,,,,
COL,0,1,0,3,0,1,0,5,0,10,11,1,360424127,,,,,,,,,,
PIT,0,0,3,5,0,0,0,0,0,12,20,0,360424129,0.0,0.0,2.0,2.0,,,,,,
ARI,1,0,3,0,0,0,0,2,2,10,15,2,360424129,0.0,0.0,2.0,0.0,,,,,,
STL,2,0,0,1,0,2,0,3,0,8,14,2,360424125,,,,,,,,,,
SD,0,1,1,1,2,0,0,0,0,5,9,1,360424125,,,,,,,,,,
BOS,3,0,2,0,0,0,0,0,0,7,16,1,360424118,0.0,0.0,2.0,,,,,,,
HOU,0,1,2,0,0,0,0,0,2,5,11,3,360424118,0.0,0.0,0.0,,,,,,,
CHW,1,0,0,0,0,0,5,0,1,7,11,0,360425114,,,,,,,,,,
TOR,2,0,3,0,0,0,0,0,0,5,14,0,360425114,,,,,,,,,,
OAK,0,0,0,0,0,1,2,0,0,3,10,0,360425106,,,,,,,,,,
DET,1,1,0,0,4,1,0,0,-,7,12,2,360425106,,,,,,,,,,
BOS,0,0,0,0,0,0,1,0,0,1,6,0,360425115,,,,,,,,,,
ATL,0,0,0,0,0,0,0,0,0,0,4,2,360425115,,,,,,,,,,
CIN,0,0,1,0,0,0,2,0,0,3,8,0,360425121,,,,,,,,,,
NYM,1,0,2,0,0,0,2,0,-,5,10,1,360425121,,,,,,,,,,
BAL,0,0,0,0,0,0,0,0,0,0,5,0,360425130,,,,,,,,,,
TB,0,0,0,0,1,1,0,0,-,2,5,0,360425130,,,,,,,,,,
NYY,0,0,2,0,0,1,0,0,0,3,10,1,360425113,,,,,,,,,,
TEX,0,0,0,0,0,0,0,1,0,1,3,0,360425113,,,,,,,,,,
CLE,0,1,0,0,1,0,0,1,0,3,12,0,360425109,,,,,,,,,,
MIN,0,0,0,0,3,0,0,0,1,4,5,1,360425109,,,,,,,,,,
PIT,0,0,0,0,1,0,4,1,0,6,9,0,360425127,,,,,,,,,,
COL,0,0,0,0,0,0,1,0,0,1,9,0,360425127,,,,,,,,,,
STL,2,0,0,0,3,0,2,0,0,7,11,1,360425129,,,,,,,,,,
ARI,0,1,0,1,0,9,0,1,-,12,18,0,360425129,,,,,,,,,,
KC,0,0,0,1,0,0,0,0,0,1,4,0,360425103,,,,,,,,,,
LAA,3,0,1,0,1,0,1,0,-,6,8,1,360425103,,,,,,,,,,
HOU,0,1,0,0,0,0,0,1,0,2,10,0,360425112,,,,,,,,,,
SEA,0,0,1,1,1,0,0,0,-,3,4,0,360425112,,,,,,,,,,
MIA,0,0,0,1,1,1,0,0,0,3,8,1,360425119,,,,,,,,,,
LAD,0,0,0,2,0,0,0,0,0,2,7,0,360425119,,,,,,,,,,
SD,0,0,1,0,0,1,0,2,0,4,11,0,360425126,,,,,,,,,,
SF,0,1,0,2,1,0,1,0,-,5,12,0,360425126,,,,,,,,,,
PHI,2,0,0,1,0,0,1,0,0,4,9,1,360426120,,,,,,,,,,
WSH,0,1,0,0,2,0,0,0,0,3,7,0,360426120,,,,,,,,,,
CHW,0,0,1,0,3,0,3,0,3,10,15,0,360426114,,,,,,,,,,
TOR,0,0,0,0,0,0,1,0,0,1,4,1,360426114,,,,,,,,,,
OAK,0,0,0,3,0,0,2,0,0,5,10,0,360426106,,,,,,,,,,
DET,0,0,0,0,0,0,0,0,1,1,6,0,360426106,,,,,,,,,,
BOS,4,0,0,0,1,0,1,0,5,11,13,1,360426115,,,,,,,,,,
ATL,1,0,0,1,0,0,0,0,2,4,8,0,360426115,,,,,,,,,,
CIN,0,0,1,2,0,0,0,0,0,3,10,0,360426121,,,,,,,,,,
NYM,0,0,0,0,0,0,4,0,-,4,8,1,360426121,,,,,,,,,,
BAL,0,0,0,1,0,0,0,0,0,1,9,0,360426130,,,,,,,,,,
TB,0,0,1,0,0,2,0,0,-,3,7,0,360426130,,,,,,,,,,
NYY,0,0,0,0,0,0,1,0,0,1,6,0,360426113,,,,,,,,,,
TEX,1,0,5,0,1,1,1,1,-,10,13,0,360426113,,,,,,,,,,
MIL,0,1,0,0,0,0,0,2,0,3,4,1,360426116,,,,,,,,,,
CHC,0,0,0,0,1,2,1,0,-,4,7,0,360426116,,,,,,,,,,
CLE,1,0,1,0,0,2,0,0,1,5,6,0,360426109,,,,,,,,,,
MIN,1,1,0,1,1,1,0,0,1,6,14,0,360426109,,,,,,,,,,
PIT,3,1,0,0,0,4,0,0,1,9,12,1,360426127,,,,,,,,,,
COL,0,1,0,1,1,1,0,0,0,4,8,0,360426127,,,,,,,,,,
STL,0,0,0,0,5,0,3,0,0,8,11,0,360426129,,,,,,,,,,
ARI,0,0,0,0,0,0,0,0,2,2,5,0,360426129,,,,,,,,,,
KC,1,1,0,2,0,0,0,0,0,4,9,1,360426103,,,,,,,,,,
LAA,0,3,0,0,5,0,1,0,-,9,14,0,360426103,,,,,,,,,,
HOU,0,0,0,0,0,0,0,1,0,1,3,1,360426112,,,,,,,,,,
SEA,0,0,0,1,4,0,4,2,-,11,13,1,360426112,,,,,,,,,,
MIA,0,0,0,0,0,5,0,1,0,6,11,1,360426119,,,,,,,,,,
LAD,2,0,0,1,0,0,0,0,0,3,6,0,360426119,,,,,,,,,,
SD,0,0,0,0,0,0,0,0,0,0,7,0,360426126,,,,,,,,,,
SF,0,0,0,0,1,0,0,0,-,1,4,0,360426126,,,,,,,,,,
SD,0,0,4,0,0,1,3,0,1,9,9,1,360427126,,,,,,,,,,
SF,3,0,3,4,2,1,0,0,-,13,16,0,360427126,,,,,,,,,,
PHI,0,0,0,0,0,1,1,1,0,3,7,0,360427120,,,,,,,,,,
WSH,0,0,0,0,0,0,0,0,0,0,2,1,360427120,,,,,,,,,,
CHW,0,0,0,0,0,0,3,1,0,4,7,0,360427114,,,,,,,,,,
TOR,0,0,0,0,0,0,0,0,0,0,4,0,360427114,,,,,,,,,,
ATL,0,1,1,0,0,0,0,1,1,4,6,0,360427102,,,,,,,,,,
BOS,2,4,0,2,0,0,0,1,-,9,11,1,360427102,,,,,,,,,,
OAK,0,0,0,1,0,0,2,1,0,4,8,2,360427106,,,,,,,,,,
DET,0,4,0,1,0,3,0,1,-,9,9,0,360427106,,,,,,,,,,
CIN,1,0,0,0,1,0,0,0,0,2,7,3,360427121,,,,,,,,,,
NYM,2,0,1,0,0,2,0,0,-,5,5,2,360427121,,,,,,,,,,
BAL,0,0,0,0,3,0,0,0,0,3,3,0,360427130,,,,,,,,,,
TB,0,0,0,0,0,0,0,0,1,1,4,0,360427130,,,,,,,,,,
NYY,0,1,0,1,0,0,0,0,0,2,7,0,360427113,,,,,,,,,,
TEX,0,1,1,0,0,1,0,0,-,3,5,0,360427113,,,,,,,,,,
CLE,0,0,2,0,4,0,0,0,0,6,10,2,360427109,,,,,,,,,,
MIN,3,0,0,0,1,1,0,0,0,5,9,2,360427109,,,,,,,,,,
PIT,0,1,3,3,0,0,1,0,0,9,15,0,360427127,0.0,0.0,1.0,,,,,,,
COL,0,0,0,4,0,1,2,1,0,8,18,0,360427127,0.0,0.0,0.0,,,,,,,
STL,1,0,0,0,1,5,3,0,1,11,14,1,360427129,,,,,,,,,,
ARI,0,2,0,1,0,1,0,0,0,4,10,1,360427129,,,,,,,,,,
KC,2,0,0,0,0,0,0,0,0,2,10,0,360427103,,,,,,,,,,
LAA,0,0,0,2,0,1,1,0,-,4,5,0,360427103,,,,,,,,,,
HOU,1,0,2,0,2,0,2,0,0,7,9,0,360427112,,,,,,,,,,
SEA,1,0,1,0,0,1,0,0,1,4,10,1,360427112,,,,,,,,,,
MIA,2,0,0,0,0,0,0,0,0,2,8,0,360427119,,,,,,,,,,
LAD,0,0,0,0,0,0,0,0,0,0,2,0,360427119,,,,,,,,,,
OAK,0,0,1,1,0,0,0,0,1,3,6,0,360428106,,,,,,,,,,
DET,0,0,4,3,0,0,0,0,-,7,11,0,360428106,,,,,,,,,,
MIL,0,0,0,0,1,0,0,0,1,2,6,2,360428116,,,,,,,,,,
CHC,2,1,2,0,1,1,0,0,-,7,8,2,360428116,,,,,,,,,,
PHI,0,0,0,0,0,0,0,0,3,3,6,0,360428120,,,,,,,,,,
WSH,0,0,0,0,0,0,0,0,0,0,4,0,360428120,,,,,,,,,,
CHW,2,0,0,0,0,0,0,0,0,2,10,1,360428101,,,,,,,,,,
BAL,1,0,4,0,0,5,0,0,-,10,15,0,360428101,,,,,,,,,,
ATL,0,3,0,1,0,1,0,0,0,5,12,2,360428102,,,,,,,,,,
BOS,1,0,1,0,0,0,0,0,1,3,10,0,360428102,,,,,,,,,,
STL,0,0,0,0,0,0,0,0,0,0,3,0,360428129,,,,,,,,,,
ARI,0,2,0,1,0,0,0,0,-,3,6,1,360428129,,,,,,,,,,
